KOI,KIC,Teff,log(g),Prot,e_Prot,Rvar,LPH,w,D,N,C,G,T,F,R,M1,M2,Simbad,_RA,_DE,kepid,kepmag,r,logr
4651,6717252,5431,4.343, 16.46, 0.12, 5330, 0.952072, 0.604750,0,0,0,0,0,0,0,0,0,Simbad,298.08716,42.16435,6717252,13.818,5330.0,3.7267272090265724
4656,8107611,6422,4.144, 13.77, 0.07, 1148, 0.966752, 0.513921,0,0,0,0,0,0,0,0,0,Simbad,295.24191,43.9726,8107611,13.821,1148.0,3.059941888061955
4661,5962262,4829,4.638,  5.45, 0.01, 1301, 0.633904, 0.353515,0,0,0,0,0,0,0,0,0,Simbad,292.46387,41.29907,5962262,14.79,1301.0,3.1142772965615864
4670,9837828,4815,4.447, 11.86, 0.04,19348, 1.161045, 0.621750,0,0,0,0,0,0,0,0,0,Simbad,294.58066,46.61059,9837828,16.303,19348.0,4.286636078716418
4686,5819801,5392,4.174, 36.03, 2.06,  599, 0.483437, 0.263163,0,0,0,0,0,0,0,0,0,Simbad,298.90576,41.04261,5819801,12.327,599.0,2.7774268223893115
4730,8752940,4892,4.201, 10.41, 0.02,16021, 1.104371, 0.588834,0,0,0,0,0,0,0,0,0,Simbad,291.58875,44.90751,8752940,14.383,16021.0,4.2046896204203605
4743,6468904,5459,4.609,  5.45, 0.00,22715, 1.710819, 0.769763,0,0,0,0,0,0,0,0,0,Simbad,298.68402,41.83149,6468904,14.94,22715.0,4.356312741150645
4748,11513486,5794,4.59, 17.23, 0.43, 4907, 0.704405, 0.468880,0,0,0,0,0,0,0,0,0,Simbad,294.78433,49.4921,11513486,15.724,4907.0,3.6908160579809155
4755,10118266,5230,4.594, 19.22, 0.05, 8080, 1.090377, 0.624436,0,0,0,0,0,0,0,0,0,Simbad,280.66519,47.11406,10118266,14.924,8080.0,3.907411360774586
4762,7098255,4426,4.55, 36.92, 0.73, 5210, 0.618792, 0.381366,0,0,0,0,0,0,0,0,0,Simbad,284.61008,42.68743,7098255,15.674,5210.0,3.7168377232995247
4774,4277304,5285,4.467, 30.73, 3.74, 1889, 0.499092, 0.314731,0,1,0,0,0,0,0,0,0,Simbad,295.12238,39.39103,4277304,13.882,1889.0,3.2762319579218335
4780,3849187,5413,4.794, 13.81, 0.05,24016, 1.319252, 0.691979,0,0,0,0,0,0,0,0,0,Simbad,291.13574,38.90543,3849187,15.414,24016.0,4.380500674899195
4797,7771181,4637,4.486, 13.08, 0.07, 6281, 1.246349, 0.668704,0,0,0,0,0,0,0,0,0,Simbad,297.34842,43.42122,7771181,15.693,6281.0,3.798028793404073
4803,4473613,5577,4.525, 10.16, 0.09,10769, 1.081909, 0.631475,0,0,0,0,0,0,0,0,0,Simbad,294.0827,39.5561,4473613,14.951,10769.0,4.032175376961363
4823,11401253,5343,3.817, 16.29, 0.37,10379, 1.021271, 0.629316,0,0,0,0,0,0,0,0,0,Simbad,290.99005,49.23313,11401253,12.739,10379.0,4.016155511951455
4838,8216763,4214,4.674, 35.21, 0.13, 7310, 0.976158, 0.523542,0,0,0,0,0,0,0,0,0,Simbad,284.26859,44.19754,8216763,15.073,7310.0,3.8639173769578603
4855,9827596,6076,4.784, 11.53, 0.07, 3511, 0.721087, 0.479802,0,0,0,0,0,0,0,0,0,Simbad,290.36142,46.66133,9827596,14.561,3511.0,3.545430829465351
4859,7094944,4641,4.388, 27.65, 0.52, 5552, 0.718721, 0.487130,0,0,0,0,0,0,0,0,0,Simbad,283.06223,42.629,7094944,15.562,5552.0,3.7444494574467986
4862,11973517,4268,4.584, 36.35, 3.86, 3649, 0.382151, 0.278012,0,0,0,0,0,0,0,0,0,Simbad,296.59799,50.35665,11973517,15.697,3649.0,3.5621738633646483
4875,2986833,3735,4.779, 30.30, 0.16, 7901, 0.988529, 0.584016,1,0,0,0,0,0,0,0,0,Simbad,290.78214,38.18779,2986833,15.783,7901.0,3.89768206179642
4885,9935642,5331,4.3, 25.09, 0.90, 5747, 0.789489, 0.485782,0,0,0,0,0,0,0,0,0,Simbad,283.45764,46.81954,9935642,15.03,5747.0,3.7594411971336976
4893,11970050,5774,4.773, 14.73, 0.02,11421, 1.412220, 0.680208,0,0,0,0,0,0,0,0,0,Simbad,295.08194,50.3446,11970050,15.652,11421.0,4.05770413153403
4895,12416597,5570,4.432, 21.93, 0.49, 3216, 0.624749, 0.422156,0,0,0,0,0,0,0,0,0,Simbad,295.51495,51.20374,12416597,14.732,3216.0,3.5073160400764136
4913,5769810,6286,4.334,  3.31, 0.02,  749, 0.350674, 0.254786,0,0,0,0,0,0,0,0,0,Simbad,283.6788,41.09688,5769810,13.36,749.0,2.8744818176994666
4926,1865864,4675,4.563, 21.58, 0.11,19709, 1.141734, 0.645627,0,0,0,0,0,0,0,0,0,Simbad,290.87305,37.36218,1865864,15.572,19709.0,4.294664589500175
4961,3001955,4683,4.559, 46.24, 1.41, 5080, 0.644677, 0.331952,0,0,0,0,0,0,0,0,0,Simbad,294.0845,38.15632,3001955,15.325,5080.0,3.7058637122839193
4978,3428127,5337,4.4, 24.09, 1.12, 4194, 0.366051, 0.257374,0,0,0,0,0,0,0,0,0,Simbad,286.59076,38.5583,3428127,15.278,4194.0,3.622628426129325
4981,3441795,5138,4.618, 25.05, 0.42, 6681, 1.079411, 0.573789,0,0,0,0,0,0,0,0,0,Simbad,290.94846,38.56591,3441795,15.466,6681.0,3.8248414717537007
4988,3542928,5580,4.541, 18.22, 0.13, 5358, 0.726738, 0.502448,0,0,0,0,0,0,0,0,0,Simbad,290.96146,38.67344,3542928,13.881,5358.0,3.7290027092721902
4992,3553900,5470,4.797, 14.48, 0.07,14203, 1.140220, 0.661110,0,0,0,0,0,0,0,0,0,Simbad,293.77448,38.65438,3553900,15.133,14203.0,4.152380087047603
5017,3852865,5531,4.465, 26.36, 0.09, 1437, 0.482012, 0.315814,0,0,0,0,0,0,0,0,0,Simbad,292.13519,38.92649,3852865,13.465,1437.0,3.157456768134226
5021,3863877,5585,4.686, 14.81, 0.15, 5567, 0.962684, 0.609372,0,0,0,0,0,0,0,0,0,Simbad,294.90323,38.95647,3863877,15.212,5567.0,3.7456212213069384
5022,3865815,5148,4.67, 23.11, 1.36, 6750, 0.865876, 0.547669,0,0,0,0,0,0,0,0,0,Simbad,295.35132,38.92704,3865815,12.501,6750.0,3.829303772831025
5031,3970397,5675,4.536, 15.30, 0.18, 3369, 0.676739, 0.468431,0,0,0,0,0,0,0,0,0,Simbad,295.51279,39.08849,3970397,12.152,3369.0,3.52750101098112
5046,4164511,6475,4.335,  4.18, 0.02, 3196, 0.709532, 0.487185,0,0,0,0,0,0,0,0,0,Simbad,293.24701,39.23669,4164511,13.006,3196.0,3.5046067706419537
5064,4469825,6365,4.555,  2.84, 0.00, 1373, 1.417888, 0.742040,0,0,0,0,0,0,0,0,0,Simbad,293.1196,39.5623,4469825,12.724,1373.0,3.137670537236755
5080,4740375,5738,4.45,  5.94, 0.00, 3262, 1.112005, 0.623239,0,0,0,0,0,0,0,0,0,Simbad,289.87711,39.83624,4740375,14.817,3262.0,3.513483956704257
5082,4750406,4770,4.786, 22.33, 0.15, 5162, 0.820391, 0.511330,0,0,0,0,0,0,0,0,0,Simbad,292.89105,39.88398,4750406,15.37,5162.0,3.71281800020785
5087,4770798,5484,4.219, 24.86, 4.04, 1192, 0.380666, 0.284833,0,0,0,0,0,0,0,0,0,Simbad,297.50919,39.88802,4770798,12.524,1192.0,3.076276255404218
5098,4912650,5140,4.436, 26.57, 0.81, 3159, 0.615872, 0.433237,0,0,0,0,0,0,0,0,0,Simbad,288.34174,40.09639,4912650,14.855,3159.0,3.499549625905149
5102,4917357,5279,4.776, 31.78, 3.32, 3072, 0.683080, 0.394904,0,0,0,0,0,0,0,0,0,Simbad,289.86099,40.05564,4917357,15.109,3072.0,3.4874212113594742
5133,5181086,4165,4.406, 42.11, 9.24, 1689, 0.515559, 0.302371,0,0,0,0,0,0,0,0,0,Simbad,290.0405,40.33738,5181086,14.205,1689.0,3.227629649571009
5142,5255259,5009,4.484, 11.17, 0.02,14336, 1.098830, 0.593091,0,0,0,0,0,0,0,0,0,Simbad,284.54691,40.46853,5255259,15.805,14336.0,4.15642799231805
5144,5262539,5664,4.393, 19.82, 2.22, 2221, 0.510183, 0.377040,0,0,0,0,0,0,0,0,0,Simbad,287.77182,40.44805,5262539,14.427,2221.0,3.346548558548474
5148,5281714,6089,4.43, 11.77, 0.11, 2190, 0.495887, 0.363315,0,0,0,0,0,0,0,0,0,Simbad,293.74628,40.41774,5281714,15.269,2190.0,3.3404441148401185
5156,5390913,6103,4.129,  1.67, 0.00,51689, 1.603345, 0.795720,0,0,0,0,0,0,0,0,0,Simbad,298.7175,40.54197,5390913,12.075,51689.0,4.713398130181177
5159,5397106,5801,4.38,  9.54, 0.05, 2484, 0.416790, 0.270509,0,0,0,0,0,0,0,0,0,Simbad,299.84723,40.50777,5397106,14.95,2484.0,3.3951515915045425
5160,5425643,4105,4.422, 19.67, 0.30, 7710, 0.888598, 0.526398,0,0,0,0,0,0,0,0,0,Simbad,282.9101,40.64652,5425643,15.594,7710.0,3.8870543780509568
5162,5428199,3700,4.833, 22.26, 0.21, 2230, 1.082725, 0.628166,1,0,0,0,0,0,0,0,0,Simbad,284.19696,40.64125,5428199,13.347,2230.0,3.3483048630481607
5169,5443320,5041,4.445, 10.29, 0.10, 6902, 1.193898, 0.633759,0,0,0,0,0,0,0,0,0,Simbad,290.20547,40.66993,5443320,15.47,6902.0,3.838974954955468
5176,5529385,5532,4.472, 17.34, 0.43, 2281, 0.743308, 0.506053,0,0,0,0,0,0,0,0,0,Simbad,290.43491,40.77724,5529385,13.372,2281.0,3.3581252852766488
5177,5547424,4158,4.649, 31.18, 0.31, 5749, 0.657156, 0.460614,0,0,0,0,0,0,0,0,0,Simbad,295.62753,40.70625,5547424,15.999,5749.0,3.759592308645975
5188,5650930,6240,4.28,  5.66, 0.01,  860, 0.828649, 0.563832,0,0,0,0,0,0,0,0,0,Simbad,299.28336,40.83439,5650930,12.376,860.0,2.934498451243568
5192,5697395,4738,4.606, 32.00, 0.24, 3712, 0.815557, 0.477691,0,0,0,0,0,0,0,0,0,Simbad,289.22729,40.94949,5697395,14.867,3712.0,3.5696079675468244
5196,5734702,6407,4.405,  1.83, 0.00,  527, 0.301710, 0.269821,0,0,0,0,0,0,0,0,0,Simbad,298.92667,40.97045,5734702,12.361,527.0,2.7218106152125467
5198,5780194,5295,4.91, 23.88, 0.47, 4513, 0.508143, 0.363340,0,0,0,0,0,0,0,0,0,Simbad,288.32599,41.02762,5780194,15.683,4513.0,3.654465333520146
5211,5946568,5289,4.645,  7.06, 0.00,21810, 1.076288, 0.578865,0,0,0,0,0,0,0,0,0,Simbad,287.00836,41.2891,5946568,12.936,21810.0,4.3386556655787
5216,5965629,5658,4.57, 20.90, 0.22, 5034, 0.561981, 0.390103,0,0,0,0,0,0,0,0,0,Simbad,293.46365,41.29094,5965629,15.495,5034.0,3.701913211212344
5235,6065010,6123,4.414,  7.53, 0.17, 3167, 0.585308, 0.428180,0,0,0,0,0,0,0,0,0,Simbad,297.76724,41.36653,6065010,12.885,3167.0,3.500648063371912
5242,6143819,5780,4.438, 18.74, 0.09,11677, 1.277050, 0.631945,0,1,0,0,0,0,0,0,0,Simbad,297.17383,41.47111,6143819,13.855,11677.0,4.067331280208168
5245,6184894,5221,4.511,  2.64, 0.00,54587, 1.645958, 0.792144,0,0,0,0,0,0,0,0,0,Simbad,284.05667,41.57673,6184894,13.028,54587.0,4.737089226944777
5257,6285906,5342,4.71, 14.63, 0.15,18302, 1.300606, 0.686787,0,0,0,0,0,0,0,0,0,Simbad,292.08868,41.60246,6285906,15.232,18302.0,4.262498551014768
5258,6287131,5211,4.903, 32.44, 5.68, 3170, 0.439395, 0.273263,0,0,0,0,0,0,0,0,0,Simbad,292.48141,41.63429,6287131,15.494,3170.0,3.5010592622177517
5292,6522124,5102,4.561, 11.25, 0.05, 7440, 1.230311, 0.663218,0,0,0,0,0,0,0,0,0,Simbad,291.71484,41.9325,6522124,15.385,7440.0,3.8715729355458786
5294,6525398,4391,4.621, 41.86, 0.65, 9533, 0.819239, 0.433843,0,0,0,0,0,0,0,0,0,Simbad,292.79022,41.94864,6525398,15.884,9533.0,3.9792295930221555
5310,6675757,5491,4.465, 21.96, 2.92, 3216, 0.499517, 0.376018,0,0,0,0,0,0,0,0,0,Simbad,286.52942,42.16751,6675757,13.993,3216.0,3.5073160400764136
5316,6695801,5971,4.385,  9.90, 0.02,14384, 1.219410, 0.671542,0,0,0,0,0,0,0,0,0,Simbad,293.0849,42.15055,6695801,14.582,14384.0,4.157879674389154
5341,7009548,6089,4.204,  3.11, 0.01, 7624, 1.152510, 0.649553,0,0,0,0,0,0,0,0,0,Simbad,282.29132,42.54551,7009548,12.493,7624.0,3.88218288763027
5352,7101726,5535,4.417,  4.11, 0.04,11700, 1.395102, 0.714823,0,0,0,0,0,0,0,0,0,Simbad,286.19986,42.61301,7101726,15.059,11700.0,4.068185861746161
5358,7125794,6386,4.265,  6.17, 0.07,  555, 0.332290, 0.271489,0,0,0,0,0,0,0,0,0,Simbad,294.15234,42.61898,7125794,12.968,555.0,2.7442929831226763
5361,7138841,6092,4.181,  9.23, 0.19, 7623, 1.181889, 0.651845,0,0,0,0,0,0,0,0,0,Simbad,297.39395,42.68696,7138841,13.454,7623.0,3.882125919770032
5367,7191523,5604,4.676, 20.29, 0.08, 4939, 0.826873, 0.509727,0,0,0,0,0,0,0,0,0,Simbad,289.03937,42.70144,7191523,14.03,4939.0,3.693639026161548
5391,7456380,5221,4.569, 21.66, 0.39, 3639, 0.691747, 0.461989,0,0,0,0,0,0,0,0,0,Simbad,295.06079,43.05881,7456380,14.598,3639.0,3.5609820555862353
5392,7458433,6074,4.5,  2.90, 0.00, 6306, 1.364475, 0.724954,0,0,0,0,0,0,0,0,0,Simbad,295.57947,43.06356,7458433,14.162,6306.0,3.799753966411886
5406,7625138,6086,3.979,  7.29, 0.06,  555, 0.351721, 0.257212,0,0,0,0,0,0,0,0,0,Simbad,296.65967,43.27029,7625138,11.331,555.0,2.7442929831226763
5408,7631138,5139,4.144,  8.80, 0.01,17598, 1.491463, 0.754262,0,0,0,0,0,0,0,0,0,Simbad,298.03403,43.22827,7631138,14.03,17598.0,4.245463313364196
5418,7747091,5297,4.619, 21.63, 0.06,10014, 1.271477, 0.631091,0,0,0,0,0,0,0,0,0,Simbad,289.72818,43.48824,7747091,15.181,10014.0,4.00060758706289
5426,7770901,5805,4.215, 18.27, 0.10, 1502, 0.883130, 0.524119,0,0,0,0,0,0,0,0,0,Simbad,297.29047,43.46779,7770901,13.701,1502.0,3.17666993266815
5430,7811057,5026,3.993, 30.00, 1.57, 5457, 0.655202, 0.417618,0,0,0,0,0,0,0,0,0,Simbad,287.49988,43.59108,7811057,13.255,5457.0,3.736953953783146
5433,7829836,5938,4.457, 17.63, 0.51, 2134, 0.542992, 0.361554,0,0,0,0,0,0,0,0,0,Simbad,294.30466,43.5097,7829836,14.573,2134.0,3.329194415088451
5439,7885558,5344,4.589, 18.09, 0.06, 7378, 1.159180, 0.638276,0,0,0,0,0,0,0,0,0,Simbad,289.97064,43.66224,7885558,14.901,7378.0,3.8679386508907845
5454,7978202,4829,4.536, 29.97, 0.08, 5300, 0.783060, 0.480553,0,0,0,0,0,0,0,0,0,Simbad,297.5083,43.71095,7978202,14.15,5300.0,3.724275869600789
5458,8007174,4875,4.56, 29.48, 0.13, 5027, 0.568955, 0.413044,0,0,0,0,0,0,0,0,0,Simbad,281.8277,43.80869,8007174,15.602,5027.0,3.7013088852280753
5467,8040308,5318,4.78, 21.17, 0.27, 6566, 0.816917, 0.539405,0,0,0,0,0,0,0,0,0,Simbad,295.65958,43.85825,8040308,15.195,6566.0,3.817300878393321
5482,8158429,5607,4.607,  0.81, 0.00, 8139, 1.596041, 0.769496,0,0,0,0,0,0,0,0,0,Simbad,289.2291,44.09166,8158429,15.197,8139.0,3.9105710484812586
5484,8192427,5788,3.64,  2.93, 0.01, 1074, 1.228606, 0.651497,0,0,0,0,0,0,0,0,0,Simbad,299.59756,44.07642,8192427,11.784,1074.0,3.0310042813635367
5490,8234889,5374,4.688,  9.42, 0.01,16085, 1.300869, 0.708363,0,0,0,0,0,0,0,0,0,Simbad,292.38724,44.13007,8234889,15.503,16085.0,4.206421065237989
5526,8505674,5929,4.176,  1.44, 0.00,  700, 0.523722, 0.321434,0,1,0,0,0,0,0,0,0,Simbad,295.5806,44.56898,8505674,13.158,700.0,2.845098040014257
5535,8546464,3965,4.723, 25.07, 0.09,15096, 1.361576, 0.662052,1,0,0,0,0,0,0,0,0,Simbad,285.70206,44.68699,8546464,15.921,15096.0,4.178861887156875
5546,8571421,6116,4.711,  2.67, 0.02, 3007, 0.765035, 0.480121,0,0,0,0,0,0,0,0,0,Simbad,295.97278,44.64509,8571421,14.848,3007.0,3.4781334281005174
5547,8574794,5499,4.682, 21.63, 0.23, 3940, 0.785842, 0.497325,0,0,0,0,0,0,0,0,0,Simbad,296.9707,44.61042,8574794,14.851,3940.0,3.595496221825574
5553,8644911,5253,4.479, 14.98, 0.16, 9219, 0.975016, 0.577136,0,0,0,0,0,0,0,0,0,Simbad,298.23279,44.75643,8644911,15.54,9219.0,3.964683814976041
5570,8747910,5394,4.566, 23.04, 0.36, 5296, 0.780272, 0.496562,0,0,0,0,0,0,0,0,0,Simbad,289.62814,44.94242,8747910,14.789,5296.0,3.7239479764316434
5572,8807988,5033,4.814, 40.50, 1.75, 2235, 0.507879, 0.267181,0,0,0,0,0,0,0,0,0,Simbad,287.06146,45.03043,8807988,13.596,2235.0,3.3492775274679554
5574,8814872,4110,4.593, 22.25, 0.09, 9880, 1.170556, 0.654705,0,0,0,0,0,0,0,0,0,Simbad,290.30774,45.01141,8814872,15.85,9880.0,3.9947569445876283
5581,8891684,5403,4.227, 19.81, 0.09, 7989, 1.276979, 0.641066,0,0,0,0,0,0,0,0,0,Simbad,294.0434,45.13978,8891684,14.508,7989.0,3.9024924211586036
5597,9011877,5029,4.224, 29.38, 0.39, 7786, 0.692967, 0.437572,0,0,0,0,0,0,0,0,0,Simbad,287.82678,45.33132,9011877,13.725,7786.0,3.8913143993821433
5598,9012244,5822,4.368,  8.25, 0.08, 6293, 1.270640, 0.719014,0,0,0,0,0,0,0,0,0,Simbad,287.99823,45.39644,9012244,13.797,6293.0,3.7988577317474856
5602,9026007,5856,4.637, 17.45, 0.29, 2432, 0.522778, 0.371589,0,0,0,0,0,0,0,0,0,Simbad,293.29337,45.34254,9026007,14.624,2432.0,3.385963570600697
5609,9079671,5271,4.096, 22.48, 0.12, 6064, 0.819329, 0.529292,0,0,0,0,0,0,0,0,0,Simbad,287.76385,45.48216,9079671,12.706,6064.0,3.782759192623997
5620,9118858,6072,4.17,  7.54, 0.01, 3907, 0.929855, 0.601185,0,1,0,0,0,0,0,0,0,Simbad,300.72061,45.46087,9118858,13.802,3907.0,3.5918434112247843
5624,9142334,3756,4.787, 20.98, 0.05, 2422, 0.916257, 0.536536,1,0,0,0,0,0,0,0,0,Simbad,285.85172,45.51135,9142334,13.676,2422.0,3.3841741388070337
5632,9166700,6307,4.003,  3.90, 0.09,  427, 0.602047, 0.430494,0,0,0,0,0,0,0,0,0,Simbad,296.33813,45.54511,9166700,11.154,427.0,2.630427875025024
5633,9173014,6064,3.617,  2.45, 0.00,  649, 0.443174, 0.286124,0,0,0,0,0,0,0,0,0,Simbad,298.11365,45.56342,9173014,11.141,649.0,2.812244696800369
5641,9216231,4085,4.505, 22.36, 0.20,10211, 1.298753, 0.667272,0,0,0,0,0,0,0,0,0,Simbad,291.03244,45.64106,9216231,15.894,10211.0,4.0090682761922185
5642,9217583,6343,4.146,  2.44, 0.00,  740, 0.585502, 0.410299,0,0,0,0,0,0,0,0,0,Simbad,291.57455,45.61839,9217583,12.401,740.0,2.8692317197309762
5644,9224514,3732,4.809, 17.68, 0.09, 4586, 0.893383, 0.510470,1,0,0,0,0,0,0,0,0,Simbad,294.26019,45.69408,9224514,15.316,4586.0,3.66143405039392
5649,9274092,4972,4.617, 27.30, 0.11, 6830, 0.789626, 0.497586,0,0,0,0,0,0,0,0,0,Simbad,288.78986,45.72746,9274092,15.218,6830.0,3.8344207036815328
5653,9300066,4614,4.393, 29.46, 3.82, 3386, 0.464356, 0.306961,0,0,0,0,0,0,0,0,0,Simbad,298.3862,45.76423,9300066,15.545,3386.0,3.5296869537729165
5692,9575728,3903,4.728, 39.72, 6.93, 2728, 0.615805, 0.370244,1,0,0,0,0,0,0,0,0,Simbad,285.63629,46.24727,9575728,14.137,2728.0,3.4358443659844413
5697,9594992,5321,4.082, 15.70, 0.51, 6462, 1.137743, 0.664127,0,0,0,0,0,0,0,0,0,Simbad,294.53946,46.29477,9594992,15.496,6462.0,3.8103669536816254
5702,9659022,5871,4.455, 12.51, 0.03,15398, 1.512032, 0.704264,0,0,0,0,0,0,0,0,0,Simbad,295.69479,46.31933,9659022,15.462,15398.0,4.187464315292919
5723,9848760,4976,4.615, 36.42, 0.41, 7173, 0.429165, 0.254594,0,0,0,0,0,0,0,0,0,Simbad,298.155,46.60012,9848760,15.466,7173.0,3.855700830835437
5727,9881660,4534,4.54, 24.19, 0.04,19150, 1.201845, 0.629559,0,0,0,0,0,0,0,0,0,Simbad,287.36737,46.76865,9881660,15.676,19150.0,4.282168778304642
5748,9993683,5104,4.415, 31.27, 0.36, 3016, 0.534154, 0.344354,0,0,0,0,0,0,0,0,0,Simbad,282.50021,46.91857,9993683,14.489,3016.0,3.4794313371977363
5759,10064591,5845,4.418,  6.58, 0.04, 7667, 1.204264, 0.674289,0,0,0,0,0,0,0,0,0,Simbad,287.09412,47.07536,10064591,13.248,7667.0,3.8846254632562345
5773,10189542,5459,4.54, 25.48, 5.54, 3265, 0.801754, 0.474530,0,0,0,0,0,0,0,0,0,Simbad,283.02139,47.25965,10189542,14.346,3265.0,3.5138831856110926
5779,10222603,5861,4.625, 15.07, 0.04, 5000, 0.878446, 0.546217,0,0,0,0,0,0,0,0,0,Simbad,297.09702,47.22349,10222603,13.725,5000.0,3.6989700043360187
5790,10394802,4806,4.576, 27.67, 0.63, 9192, 1.177887, 0.597328,0,0,0,0,0,0,0,0,0,Simbad,287.29132,47.59825,10394802,15.518,9192.0,3.9634100156802288
5802,10547378,5262,3.815, 41.07, 0.39, 6859, 0.543773, 0.278890,0,0,0,0,0,0,0,0,0,Simbad,296.4761,47.70302,10547378,13.945,6859.0,3.836260802858487
5809,10579570,3992,4.532, 17.55, 0.05, 5289, 1.114204, 0.629200,0,0,0,0,0,0,0,0,0,Simbad,281.66693,47.87691,10579570,13.771,5289.0,3.7233735670189843
5820,10677763,6303,4.207,  5.60, 0.07,  449, 0.347333, 0.281473,0,0,0,0,0,0,0,0,0,Simbad,296.40851,47.98212,10677763,12.138,449.0,2.6522463410033232
5825,10737437,5697,4.198, 16.25, 0.20, 3162, 0.625520, 0.448704,0,0,0,0,0,0,0,0,0,Simbad,294.28503,48.05945,10737437,13.934,3162.0,3.49996186559619
5829,10802364,5395,4.783, 25.17, 1.90, 2147, 0.585957, 0.400207,0,0,0,0,0,0,0,0,0,Simbad,293.91037,48.19208,10802364,14.857,2147.0,3.331832044436249
5839,10879899,6127,4.285,  3.41, 0.73,  805, 0.387430, 0.262029,0,0,0,0,0,0,0,0,0,Simbad,298.47745,48.22203,10879899,12.427,805.0,2.9057958803678687
5841,10920086,6478,4.167,  3.21, 0.00, 2338, 1.241481, 0.681464,0,0,0,0,0,0,0,0,0,Simbad,291.85208,48.31956,10920086,12.52,2338.0,3.3688445068258215
5858,11046870,6088,4.59, 10.32, 0.09, 2150, 0.501467, 0.387097,0,0,0,0,0,0,0,0,0,Simbad,298.75833,48.59779,11046870,15.067,2150.0,3.3324384599156054
5863,11080702,5409,4.501,  9.21, 0.01,16120, 1.282282, 0.700299,0,0,0,0,0,0,0,0,0,Simbad,290.00208,48.65536,11080702,14.219,16120.0,4.207365037469072
5874,11152511,5314,4.222, 39.80, 0.60,  919, 0.598802, 0.314022,0,0,0,0,0,0,0,0,0,Simbad,298.06229,48.72492,11152511,13.618,919.0,2.9633155113861114
5877,11183752,5568,4.465, 18.91, 0.12, 3834, 0.790890, 0.517203,0,0,0,0,0,0,0,0,0,Simbad,288.21854,48.88674,11183752,15.571,3834.0,3.5836521085420436
5883,11305417,6316,4.256,  6.32, 0.05,  657, 0.387636, 0.324106,0,0,0,0,0,0,0,0,0,Simbad,295.74002,49.01152,11305417,12.752,657.0,2.8175653695597807
5885,11340218,5522,4.553, 10.08, 0.08, 3686, 0.953646, 0.560891,0,0,0,0,0,0,0,0,0,Simbad,286.12357,49.10529,11340218,14.889,3686.0,3.566555330883055
5886,11341266,6437,4.004,  7.24, 0.16,  514, 0.411425, 0.293581,0,1,0,0,0,0,0,0,0,Simbad,286.79611,49.19426,11341266,13.074,514.0,2.710963118995276
5891,11391512,4488,4.543, 30.00, 0.91, 7285, 0.754511, 0.492905,0,0,0,0,0,0,0,0,0,Simbad,285.2085,49.20783,11391512,15.988,7285.0,3.862429556106009
5899,11446961,5344,4.427, 21.65, 0.20, 7905, 1.035680, 0.583604,0,0,0,0,0,0,0,0,0,Simbad,287.15372,49.33197,11446961,13.899,7905.0,3.8979018742682277
5909,11520114,4650,4.471, 39.66, 4.35, 5741, 0.495993, 0.288036,0,0,0,0,0,0,0,0,0,Simbad,297.39496,49.48494,11520114,15.975,5741.0,3.7589875468676195
5918,11601633,5178,4.505, 15.97, 0.07,21950, 1.174721, 0.677465,0,0,0,0,0,0,0,0,0,Simbad,286.49686,49.61458,11601633,14.258,21950.0,4.3414345245781405
5924,11616434,4897,4.547, 25.54, 0.39, 6797, 0.795661, 0.531074,0,0,0,0,0,0,0,0,0,Simbad,294.69086,49.62699,11616434,15.789,6797.0,3.8323172699222616
5926,11652427,4774,4.124, 19.56, 0.11,12890, 1.202257, 0.667059,0,0,0,0,0,0,0,0,0,Simbad,286.17105,49.71032,11652427,13.023,12890.0,4.110252917353403
5931,11773174,6247,4.305,  3.64, 0.36,  961, 0.369078, 0.265278,0,0,0,0,0,0,0,0,0,Simbad,296.55469,49.95809,11773174,11.794,961.0,2.9827233876685453
5935,11818566,4769,4.747, 16.56, 0.05,17123, 1.513521, 0.703557,0,0,0,0,0,0,0,0,0,Simbad,294.2063,50.0454,11818566,15.69,17123.0,4.233579856679016
5936,11819396,5882,4.473, 11.32, 0.03,15199, 1.338874, 0.689350,0,0,0,0,0,0,0,0,0,Simbad,294.56738,50.06972,11819396,15.025,15199.0,4.181815014999474
5941,11910670,5300,4.243, 64.35, 0.94, 2124, 0.639046, 0.289356,0,0,0,0,0,0,0,0,0,Simbad,289.65152,50.28262,11910670,13.783,2124.0,3.3271545124094315
5943,11923213,6103,4.416, 13.29, 0.07, 1998, 0.717518, 0.453344,0,0,0,0,0,0,0,0,0,Simbad,296.20459,50.23633,11923213,14.172,1998.0,3.3005954838899636
5952,12071775,5648,4.378,  9.95, 0.15, 5751, 1.246367, 0.706956,0,0,0,0,0,0,0,0,0,Simbad,296.40887,50.58517,12071775,15.025,5751.0,3.759743367597725
5954,12105086,5641,4.588, 12.11, 0.18, 7121, 1.216440, 0.678546,0,0,0,0,0,0,0,0,0,Simbad,288.05573,50.65369,12105086,13.144,7121.0,3.852540985769799
5955,12110901,5212,4.719, 15.03, 0.03,25050, 1.361681, 0.690254,0,0,0,0,0,0,0,0,0,Simbad,291.59988,50.63589,12110901,14.451,25050.0,4.398807730203265
